country,region,in_ajr64,colonizer,religion,ever_colonized,protestant,catholic,edu_1900_cohort_lsec,edu_1925_cohort_lsec,edu_1950,edu_1975,edu_2000,edu_2020,edu_female_1950,primary_1950,log_gdp_1960,log_gdp_2020,le_1960,le_2020,tfr_1960,tfr_2020,u5mr_1960,u5mr_2015,polity2_avg_1980_2010,polity2_avg_1995_2010,polity2_2015,crossing_year,edu_at_cross
Mongolia,East Asia & Pacific,False,,buddhist,False,0,0,0.0,1.33,25.81,78.89,86.51,91.46,16.85,70.32,,8.310423382987342,44.531049,71.349024,6.817,2.9,228.0,18.6,3.870967741935484,9.9375,10.0,2013.0,90.05199999999999
Montenegro,Europe & Central Asia,False,,orthodox,False,0,0,0.0,1.84,40.71,92.03,97.49,111.88,25.01,74.59,,8.756517896950843,65.492195,75.931707,3.532,1.75,97.0,3.46,9.0,9.0,9.0,1969.0,82.60000000000001
Morocco,Middle East & North Africa,True,France,catholic,True,0,1,0.0,0.0,0.4,14.42,30.27,66.79,0.05,0.98,,8.036215741288459,41.73,73.133,6.887,2.32,237.0,25.5,-6.967741935483871,-6.1875,-4.0,2008.0,39.914
Mozambique,Sub-Saharan Africa,False,Portugal,catholic,True,0,1,0.11,0.41,1.35,4.91,13.86,25.6,0.8,4.0,,6.383175600368396,41.197,61.39,6.312,4.959,277.0,81.8,-0.5161290322580645,5.0,5.0,,
Myanmar,East Asia & Pacific,False,Britain,protestant,True,1,0,0.12,0.79,5.21,17.8,25.81,49.15,2.39,28.74,4.865779372745792,7.171129697687382,44.086,66.612,5.901,2.179,247.0,51.6,-6.193548387096774,-5.4375,2.0,,
Namibia,Sub-Saharan Africa,False,Britain,protestant,True,1,0,0.1,0.88,5.88,21.55,54.27,60.59,5.99,11.64,,8.239461301962828,48.529,64.071,6.243,3.349,123.0,44.9,6.0,6.0,6.0,,
Nepal,South Asia,False,,hindu,False,0,0,0.15,0.66,2.64,12.77,38.85,73.66,0.51,5.28,5.7904347983050055,6.938804414784913,38.652,69.106,6.069,2.051,322.0,36.4,1.3548387096774193,2.75,6.0,2022.0,76.152
Netherlands,Europe & Central Asia,False,,protestant,False,1,0,18.04,42.14,68.23,85.87,94.42,117.58,59.63,93.83,9.572896465501987,10.759743322613954,73.392683,81.358537,3.12,1.54,20.8,4.03,10.0,10.0,10.0,1960.0,76.92
New Caledonia,Other,False,,unknown,False,0,0,3.53,15.39,30.04,59.15,94.52,98.78,26.62,55.03,,,52.341,77.049,5.436,2.022,,,,,,1991.0,86.068
New Zealand,East Asia & Pacific,True,Britain,protestant,True,1,0,4.18,16.41,50.99,85.52,94.82,132.83,44.75,98.24,9.785803399053242,10.591257127886205,71.236585,82.256098,4.24,1.61,27.9,5.97,10.0,10.0,10.0,1965.0,76.02
Nicaragua,Latin America & Caribbean,True,Spain,catholic,True,0,1,0.04,0.42,3.52,20.69,36.6,54.84,2.7,12.37,7.421941120288449,7.575683011848466,46.399,70.766,7.159,2.299,194.0,18.8,4.451612903225806,8.25,9.0,2005.0,38.94
Niger,Sub-Saharan Africa,True,France,catholic,True,0,1,0.0,0.0,0.04,1.68,4.69,12.83,0.0,0.09,6.609900184363318,6.278885952464047,36.193,59.89,7.53,6.369,319.0,94.3,-0.16129032258064516,3.25,6.0,,
Nigeria,Sub-Saharan Africa,True,Britain,protestant,True,1,0,0.07,0.64,3.55,15.12,44.85,62.94,0.72,11.44,7.282748065430256,7.709167594007446,37.207,53.072,6.364,4.7,340.0,125.0,-0.3870967741935484,1.8125,7.0,,
Norway,Europe & Central Asia,False,,protestant,False,1,0,99.54,99.49,99.39,99.16,98.97,123.55,99.34,99.58,9.863155801733033,11.22906549168936,73.549756,83.209756,2.85,1.48,22.6,2.72,10.0,10.0,10.0,1960.0,99.33
Occupied Palestinian Territory,Other,False,,unknown,False,0,0,0.0,0.07,5.14,52.77,77.99,116.05,2.16,12.29,,7.980183747520707,,74.998,,3.511,188.0,21.7,,,,2019.0,111.008
Oman,Middle East & North Africa,False,Britain,muslim,True,0,0,0.02,0.24,2.4,22.6,62.24,85.96,1.56,3.21,7.764231621362981,9.783796278099674,35.429,77.763,7.277,2.638,371.0,11.2,-9.064516129032258,-8.4375,-8.0,2002.0,66.256
Pakistan,South Asia,True,Britain,protestant,True,1,0,0.77,2.52,7.36,19.87,37.33,53.55,2.39,11.88,6.0257738488089885,7.330409127302006,44.101,65.701,6.8,3.765,253.0,76.0,0.45161290322580644,0.3125,7.0,,
Panama,Latin America & Caribbean,True,Spain,catholic,True,0,1,3.62,7.42,17.71,47.41,66.58,98.17,19.75,42.76,7.84125264127042,9.445181847400645,60.278,76.33,5.829,2.184,89.5,16.9,4.419354838709677,9.0,9.0,1983.0,58.47
Paraguay,Latin America & Caribbean,True,Spain,catholic,True,0,1,1.11,3.08,10.06,23.59,47.55,69.02,9.25,25.32,7.318646580638173,8.717550469204564,60.197,72.72,6.5,2.497,82.4,22.2,2.3870967741935485,7.4375,9.0,2000.0,47.55
Peru,Latin America & Caribbean,True,Spain,catholic,True,0,1,1.95,6.28,18.03,49.64,74.1,106.56,15.16,41.38,7.902624076865687,8.671086166268992,50.597,73.832,6.941,2.056,227.0,16.1,5.451612903225806,5.5625,9.0,2000.0,74.1
Philippines,East Asia & Pacific,False,Spain,catholic,True,0,1,0.56,4.95,22.16,47.28,70.75,77.84,19.55,45.22,7.024455150450159,8.070489408238535,59.175,70.097,6.996,2.075,104.0,30.1,4.870967741935484,8.0,8.0,2017.0,76.322
Poland,Europe & Central Asia,False,,catholic,False,0,1,13.07,50.44,89.0,99.57,99.67,118.03,87.4,99.98,,9.621802319313556,67.680488,76.4,2.98,1.39,65.0,4.86,4.290322580645161,9.5625,10.0,1966.0,98.78600000000002
Portugal,Europe & Central Asia,False,,catholic,False,0,1,0.2,1.77,9.3,32.12,76.77,112.74,7.51,12.14,8.31065285940325,9.892361585519998,64.007463,81.329268,3.16,1.42,114.0,3.66,9.935483870967742,10.0,10.0,1977.0,35.480000000000004
Puerto Rico,Other,False,,unknown,False,0,0,1.09,10.05,41.19,80.54,92.35,117.46,39.26,66.88,8.749479982507872,10.245115131727587,68.627,80.009,4.796,0.922,,,,,,1967.0,67.68
Qatar,Middle East & North Africa,False,Britain,muslim,True,0,0,0.06,0.86,10.42,43.64,53.95,58.71,8.02,13.92,,10.964217680942514,57.773,80.409,6.531,1.675,138.0,7.83,-10.0,-10.0,-10.0,1995.0,52.45
Republic of Korea,East Asia & Pacific,False,Japan,none,True,0,0,0.32,4.39,24.81,77.14,99.44,127.67,11.52,59.8,6.944789942931564,10.410784855883882,53.797561,83.426829,5.994,0.837,112.0,3.5,4.096774193548387,7.625,8.0,1987.0,95.916
Republic of Moldova,Europe & Central Asia,False,,orthodox,False,0,0,0.0,0.0,27.42,95.53,96.91,98.08,21.82,77.75,,8.067436613362418,59.44,69.914,3.315,1.77,92.2,16.3,7.5,8.0,9.0,2010.0,97.6
Romania,Europe & Central Asia,False,,orthodox,False,0,0,1.95,18.53,50.03,92.73,94.13,118.63,44.62,96.72,,9.292293508878688,65.860537,74.253659,2.34,1.8,95.2,9.21,2.7096774193548385,8.25,9.0,1998.0,95.00999999999999
Russian Federation,Europe & Central Asia,False,,orthodox,False,0,0,0.01,1.74,69.73,97.68,98.57,120.96,67.44,99.1,,9.17287992891805,67.526122,71.33878,2.52,1.505,59.9,8.53,4.421052631578948,4.5625,4.0,2012.0,98.328
Rwanda,Sub-Saharan Africa,False,Belgium,catholic,True,0,1,0.0,0.04,0.48,2.39,9.47,27.28,0.12,1.27,5.8154447991405815,6.7170683998411125,47.022,66.953,8.283,3.913,220.0,41.3,-5.516129032258065,-4.1875,-3.0,,
Saint Lucia,Latin America & Caribbean,False,,unknown,False,0,0,0.31,2.0,7.89,30.31,69.48,109.33,6.29,52.49,,9.033516668372558,57.865,72.308,6.767,1.411,132.0,17.8,,,,1989.0,46.598
Saint Vincent and the Grenadines,Latin America & Caribbean,False,,unknown,False,0,0,0.0,0.26,6.42,27.07,52.72,77.16,5.64,64.64,7.543401774898871,8.985914313476103,58.566,69.605,7.247,1.83,129.0,18.0,,,,1986.0,36.206
Samoa,East Asia & Pacific,False,Britain,protestant,True,1,0,0.23,1.57,8.94,38.57,67.6,96.33,7.97,91.85,,8.362423902790004,55.153,70.727,7.779,4.002,135.0,17.2,,,,,
Sao Tome and Principe,Sub-Saharan Africa,False,Portugal,catholic,True,0,1,0.0,0.0,0.28,9.82,21.35,48.42,0.34,0.6,,7.266017797157741,43.564,67.979,6.242,3.827,144.0,35.1,,,,,
Saudi Arabia,Middle East & North Africa,False,,muslim,False,0,0,0.0,0.12,5.06,37.08,63.86,104.0,0.59,7.75,9.682796708749146,10.035728760430151,45.31,77.596,7.626,2.27,242.0,8.54,-10.0,-10.0,-10.0,2003.0,70.346
Senegal,Sub-Saharan Africa,True,France,catholic,True,0,1,0.0,0.09,1.38,11.59,13.49,32.96,0.35,4.12,7.04838826710417,7.2165563450279215,39.668,67.496,6.996,4.003,296.0,50.1,2.032258064516129,4.9375,7.0,,
Serbia,Europe & Central Asia,False,,orthodox,False,0,0,10.74,24.98,34.53,89.11,97.39,99.45,25.14,65.29,,8.832145150773377,65.589854,74.478049,2.155,1.48,108.0,6.28,8.0,8.0,8.0,1967.0,74.27
Sierra Leone,Sub-Saharan Africa,True,Britain,protestant,True,1,0,0.01,0.17,1.45,11.44,18.0,54.87,0.53,2.49,6.784521664623289,6.917956020064205,33.09,59.694,6.175,4.08,393.0,122.0,-1.6774193548387097,3.25,7.0,,
Singapore,East Asia & Pacific,True,Britain,protestant,True,1,0,0.01,0.63,13.36,66.93,97.03,99.52,7.72,27.47,8.192004082505488,10.988502884411568,65.562195,83.543902,5.76,1.1,47.7,2.72,-3.6129032258064515,-3.25,-2.0,1974.0,64.76400000000001
Slovakia,Europe & Central Asia,False,,catholic,False,0,1,79.24,90.57,99.77,99.89,99.85,116.35,99.82,100.0,,9.78492113176999,70.26978,76.865854,3.04,1.59,41.5,6.06,,,,1960.0,99.8
Slovenia,Europe & Central Asia,False,,catholic,False,0,1,3.61,21.22,67.35,95.43,99.34,112.75,65.83,99.48,,10.035033446474527,68.978049,80.531707,2.185,1.59,23.9,2.48,10.0,10.0,10.0,1974.0,94.83200000000001
Solomon Islands,East Asia & Pacific,False,Britain,protestant,True,1,0,0.07,0.51,2.32,12.87,34.78,55.75,1.31,14.03,,7.565614655911274,47.683,69.258,7.065,3.749,189.0,22.0,6.866666666666666,6.4,8.0,2022.0,58.126
Somalia,Sub-Saharan Africa,False,Italy,catholic,True,0,1,0.05,0.35,2.18,9.56,18.11,24.87,0.63,2.37,5.764641820295393,6.13743987246477,43.543,57.095,7.25,6.453,273.0,133.0,-2.4838709677419355,0.0,5.0,,
South Africa,Sub-Saharan Africa,True,Britain,protestant,True,1,0,2.9,9.42,23.29,38.15,79.82,96.27,17.99,35.72,8.292407491764193,8.625075793877656,52.575,65.15,6.105,2.257,191.0,37.7,7.0,9.0,9.0,,
South Sudan,Sub-Saharan Africa,False,,unknown,False,0,0,0.33,0.91,2.33,5.81,14.53,25.45,0.98,8.33,,,28.054,57.648,7.161,4.16,357.0,98.6,,,0.0,,
Spain,Europe & Central Asia,False,,catholic,False,0,1,0.26,3.86,22.31,71.74,91.34,119.85,19.12,51.67,8.745897569275249,10.129707163244888,69.109268,82.231707,2.86,1.18,56.8,3.28,9.935483870967742,10.0,10.0,1964.0,45.86200000000001
Sri Lanka,South Asia,True,Britain,protestant,True,1,0,10.28,15.28,22.35,54.41,80.97,92.7,18.4,39.97,,8.349302957077343,60.602,76.928,5.352,2.007,97.8,8.75,5.161290322580645,5.1875,6.0,1993.0,71.894
Sudan,Sub-Saharan Africa,True,Britain,protestant,True,1,0,0.08,0.49,2.59,13.49,33.93,41.49,1.44,2.89,6.747272418817113,6.963062017417724,49.566,65.124,6.663,4.542,177.0,66.3,-4.354838709677419,-5.0625,,,
Suriname,Latin America & Caribbean,False,Netherlands,protestant,True,1,0,0.9,5.02,19.57,50.37,70.03,86.05,13.06,58.68,8.278956648779348,8.883655159191104,56.595,72.321,6.59,2.314,92.2,20.9,2.161290322580645,5.0,5.0,2011.0,80.154
Swaziland,Other,False,,unknown,False,0,0,0.0,0.04,1.74,23.85,48.2,49.22,0.76,8.26,,8.191287665864692,46.389,59.862,6.752,2.888,211.0,62.9,-7.483870967741935,-7.0,-7.0,,
Sweden,Europe & Central Asia,False,,protestant,False,1,0,1.6,8.39,43.11,94.16,97.08,127.92,44.56,99.95,9.729869461899366,10.851753217474977,73.00561,82.356098,2.17,1.67,19.6,2.87,10.0,10.0,10.0,1960.0,65.04
Switzerland,Europe & Central Asia,False,,protestant,False,1,0,34.49,53.3,77.23,90.76,94.98,111.92,71.19,95.55,10.594313639616534,11.346126959300332,71.313415,83.0,2.44,1.46,26.5,4.32,10.0,10.0,10.0,1960.0,84.36
Syrian Arab Republic,Middle East & North Africa,False,France,catholic,True,0,1,0.09,0.68,4.99,22.93,32.61,60.15,1.91,9.67,6.248296430368162,6.607746067932848,52.723,71.944,7.505,2.837,172.0,17.3,-7.935483870967742,-6.9375,-9.0,2005.0,37.0
Taiwan Province of China,East Asia & Pacific,False,Japan,none,True,0,0,0.02,1.92,17.75,61.98,98.51,135.94,8.29,57.86,,,,,,,88.0,4.93,3.7096774193548385,9.25,10.0,,
Tajikistan,Europe & Central Asia,False,,muslim,False,0,0,0.01,1.57,39.35,94.28,95.96,99.29,29.23,81.33,,7.066382730240755,52.535,68.605,6.235,3.211,196.0,37.9,-3.3,-2.875,-3.0,2016.0,96.49000000000001
Thailand,East Asia & Pacific,False,,buddhist,False,0,0,0.12,1.7,6.59,23.84,68.3,92.88,4.38,66.84,6.384292871327221,8.705361999169616,50.608,77.331,6.325,1.259,146.0,10.5,5.032258064516129,6.5625,-3.0,1996.0,57.56400000000001
The former Yugoslav Republic of Macedonia,Other,False,,unknown,False,0,0,0.0,0.11,11.51,72.79,92.91,96.89,5.94,24.99,,8.65586349364731,60.501732,74.395122,3.826,1.31,111.0,12.3,,,,1984.0,85.364
Timor-Leste,East Asia & Pacific,False,Portugal,catholic,True,0,1,0.87,1.59,1.89,7.9,45.87,74.84,1.61,2.15,,7.574476308854926,32.402,66.919,6.319,3.011,327.0,51.0,,,,,
Togo,Sub-Saharan Africa,True,France,catholic,True,0,1,0.02,0.17,1.1,12.16,19.21,40.53,0.36,4.37,6.1077856413152025,6.694934139043027,43.536,61.123,6.797,4.386,270.0,76.8,-4.290322580645161,-2.625,-2.0,,
Tonga,East Asia & Pacific,False,Britain,protestant,True,1,0,1.81,9.74,29.1,56.36,90.89,96.52,28.7,90.43,,8.443978775522185,58.315,72.379,6.651,3.234,93.8,16.8,,,,2014.0,94.928
Trinidad and Tobago,Latin America & Caribbean,True,Britain,protestant,True,1,0,0.31,2.81,16.06,49.49,85.84,98.73,12.49,53.52,8.363944142564248,9.660138816158982,62.505,72.645,5.405,1.572,67.5,20.2,8.225806451612904,9.0,9.0,2004.0,90.976
Tunisia,Middle East & North Africa,True,France,catholic,True,0,1,0.0,0.0,0.38,24.6,52.07,96.55,0.17,1.41,,8.229316010598724,44.049,75.004,7.157,2.0,288.0,17.2,-5.0,-3.5625,7.0,1993.0,41.768
Turkey,Other,False,,none,False,0,0,0.0,0.1,3.78,29.44,68.61,95.9,2.66,32.31,7.8036358211994745,9.420491391338885,50.799,76.525,6.383,1.77,258.0,12.6,6.225806451612903,7.125,3.0,1996.0,65.226
Turkmenistan,Europe & Central Asia,False,,muslim,False,0,0,0.22,8.51,62.3,97.01,99.24,99.97,58.03,87.39,,8.848669005107686,52.149,68.846,6.59,2.793,186.0,50.7,-8.95,-9.0,-8.0,2022.0,99.95400000000001
Uganda,Sub-Saharan Africa,True,Britain,protestant,True,1,0,0.09,0.93,3.56,9.13,19.59,42.21,1.79,9.11,,6.8211456743620875,45.633,66.41,6.905,4.621,223.0,54.8,-2.838709677419355,-2.875,-1.0,,
Ukraine,Europe & Central Asia,False,,orthodox,False,0,0,0.0,0.01,26.61,98.99,99.39,99.97,23.33,77.84,,7.751091339795123,69.388,73.283,2.285,1.208,53.6,9.5,6.45,6.5625,4.0,1961.0,75.47800000000001
United Arab Emirates,Middle East & North Africa,False,Britain,muslim,True,0,0,0.49,2.46,14.19,61.58,72.79,90.88,9.09,18.1,,10.593591969281883,50.651,81.936,6.499,1.289,200.0,7.83,,,,1995.0,65.23
United Kingdom of Great Britain and Northern Ireland,Europe & Central Asia,False,,protestant,False,1,0,99.0,99.04,99.2,99.56,99.77,128.83,99.13,99.92,9.637151271449625,10.66854747662798,71.126829,80.331756,2.69,1.571,26.6,4.45,10.0,10.0,10.0,1960.0,99.31
United Republic of Tanzania,Sub-Saharan Africa,True,Britain,protestant,True,1,0,0.01,0.05,1.39,7.79,12.2,36.47,0.58,7.67,6.726823674157232,6.948186455382939,42.596,66.771,6.536,4.801,243.0,59.1,-3.3225806451612905,-1.0,3.0,,
United States of America,North America,True,Britain,protestant,True,1,0,21.41,49.33,82.07,94.62,95.22,120.23,83.96,94.49,9.846872650478652,10.98858672419527,69.770732,76.980488,3.654,1.6415,30.1,6.8,10.0,10.0,10.0,1961.0,89.75200000000001
Uruguay,Latin America & Caribbean,True,Spain,catholic,True,0,1,0.04,1.43,15.71,50.62,64.51,78.63,16.3,45.28,8.799991956055209,9.70767724014141,67.683,78.381,2.827,1.497,63.6,8.85,7.129032258064516,10.0,10.0,1976.0,51.662000000000006
Vanuatu,East Asia & Pacific,False,Britain,protestant,True,1,0,0.02,0.34,3.73,20.46,36.18,55.64,1.54,9.7,,7.927277818101181,49.841,70.385,6.784,3.738,154.0,28.6,,,,2022.0,58.236000000000004
Venezuela (Bolivarian Republic of),Latin America & Caribbean,True,Spain,catholic,True,0,1,0.52,5.26,17.23,51.36,77.26,89.41,14.71,44.06,8.310918042011364,7.13518772462619,58.376,72.369,6.382,2.116,79.2,19.4,7.0,5.3125,4.0,1988.0,67.244
Viet Nam,East Asia & Pacific,True,France,catholic,True,0,1,0.03,0.99,9.29,45.95,58.84,99.22,2.07,28.84,,8.102637740453199,58.046,75.383,6.273,1.957,101.0,21.8,-7.0,-7.0,-7.0,1993.0,50.054
Yemen,Middle East & North Africa,False,Britain,muslim,True,0,0,0.0,0.0,0.0,0.4,19.6,68.36,0.0,0.03,,,33.462,66.435,7.988,4.6,418.0,55.0,-1.7142857142857142,-2.0,0.0,,
Zambia,Sub-Saharan Africa,False,Britain,protestant,True,1,0,9.71,14.75,22.62,31.4,41.35,50.34,7.81,33.17,7.079777816646565,7.113740464672733,50.648,63.361,6.947,4.323,206.0,64.6,-0.25806451612903225,4.1875,7.0,,
Zimbabwe,Sub-Saharan Africa,False,Britain,protestant,True,1,0,0.53,2.89,14.0,33.45,72.07,72.08,14.76,19.9,7.041016675035865,7.115435351806798,53.492,61.53,7.195,3.754,151.0,54.3,-2.967741935483871,-3.75,4.0,,
